REGIÓN;PROVINCIA;DISTRITO;CODIGO DEL RECURSO;NOMBRE DEL RECURSO;CATEGORÍA;TIPO DE CATEGORÍA;SUB TIPO CATEGORÍA;URL;LATITUD;LONGITUD;FECHA_DE_CORTE
Lima;Lima;PACHACAMAC;3151;Plaza De Armas De Pachacámac;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3151;-76.8593966960907;-12.229907689595796;20230102
Piura;Piura;CATACAOS;3152;Carnaval De Catacaos;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas Tradicionales(Herranza, carnavales, otros);http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3152;-80.6766;-5.26988;20230102
Piura;Piura;PIURA;3153;Iglesia San Francisco;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3153;-80.62510348856449;-5.195515823779001;20230102
Lima;Lima;PACHACAMAC;3154;Museo Del Pisco;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3154;-76.86124000000001;-12.229464;20230102
Lima;Lima;PACHACAMAC;3156;Fiesta Patronal Santísima Virgen María Del Rosario;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3156;-76.8598;-12.2288;20230102
Lima;Lima;PACHACAMAC;3158;Festival De La Fresa;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3158;-76.8598;-12.2288;20230102
Ancash;Recuay;CATAC;11774;Laguna De Conococha;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11774;-78.02036936664277;-8.509750398227121;20230102
Piura;Piura;PIURA;3161;Cementerio San Teodoro;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Murallas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3161;-80.62746316194534;-5.189094252405106;20230102
Piura;Piura;PIURA;3162;Ovalo Grau;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3162;-80.63000589609146;-5.195348206638854;20230102
Piura;Piura;PIURA;3163;Plaza De Armas De Piura;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3163;-80.62662228941917;-5.197025711625065;20230102
Tumbes;Tumbes;TUMBES;3164;Antiguo Cabildo De Tumbes;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3164;-80.45916349999999;-3.5704992;20230102
Piura;Piura;PIURA;3165;Plazuela Ignacio Merino;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Plazuelas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3165;-80.62549442052841;-5.19322794613705;20230102
Puno;Yunguyo;ANAPIA;11759;Islas Anapia Y Yuspique;1. SITIOS NATURALES;Costas;Islas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11759;-68.85295961366037;-16.31389254222544;20230102
Puno;Puno;PICHACANI;3168;Aguas Termales De Puente Bello;1. SITIOS NATURALES;Agua termo-mineral;Aguas Termales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3168;-70.38119474868773;-16.548370681041327;20230102
San Martín;Moyobamba;MOYOBAMBA;3169;La Pandilla Y La Umisha;3. FOLCLORE;Músicas y Danzas;Música y Danzas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3169;-76.972;-6.02852;20230102
San Martín;Moyobamba;JEPELACIO;3170;Pintura Rupestre De Aucapata;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Pintura Rupestre;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3170;-76.89177777777775;-6.119025;20230102
San Martín;Rioja;RIOJA;3171;Aniversario De Fundación Española Y Semana Turística De Rioja;5. ACONTECIMIENTOS PROGRAMADOS;Otros;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3171;;;20230102
Puno;Chucuito;POMATA;11775;Farallones Pétreos De Tambillo;1. SITIOS NATURALES;d. Quebradas;Quebradas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11775;-69.14973591564033;-16.3437494690686;20230102
Ica;Chincha;CHINCHA ALTA;3176;Sopa Seca  Con Carapulcra;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3176;-76.1357;-13.4202;20230102
Arequipa;Arequipa;UCHUMAYO;3177;Quebrada De Añashuayco;1. SITIOS NATURALES;d. Quebradas;Quebradas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3177;-71.64514300000002;-16.400623;20230102
Arequipa;Arequipa;UCHUMAYO;3178;Puente Del Diablo;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Puentes;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3178;-71.67492298048864;-16.426638421243332;20230102
Piura;Sullana;SULLANA;3179;Plaza De Armas De Sullana;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3179;-80.68748027086258;-4.889947985752641;20230102
Piura;Sullana;SULLANA;3180;Pileta Ornamental.De Sullana;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3180;-80.69750905036926;-4.9017788017736334;20230102
Piura;Sullana;SULLANA;3181;Puente Isaias Garrido.(Puente Viejo);4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Puentes Modernos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3181;-80.69459348917007;-4.891976369565457;20230102
Piura;Sullana;SULLANA;3182;Puente Artemio Vargas (Puente Nuevo);4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Puentes Modernos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3182;-80.69768071174621;-4.894646130195332;20230102
Piura;Sullana;LANCONES;3183;Represa De Poechos;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Represas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3183;-80.5226719379425;-4.683053090495266;20230102
Lima;Lima;PUEBLO LIBRE;3184;Iglesia De Santa María Magdalena;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3184;-77.06336589203073;-12.078206802747287;20230102
Lima;Lima;PUEBLO LIBRE;3185;Antigua Taberna Queirolo;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Murallas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3185;-77.06303805112839;-12.077669191205958;20230102
Lima;Lima;PUEBLO LIBRE;3187;Plaza Santisima Cruz Del Viajero;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazuelas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3187;-77.06500199999999;-12.078499;20230102
Tumbes;Tumbes;LA CRUZ;3189;Playa La Cruz;1. SITIOS NATURALES;Costas;Playas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3189;-80.58620000000002;-3.63592;20230102
Lima;Lima;PUEBLO LIBRE;3192;Museo Larco Herrera;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3192;-77.07084136441802;-12.072506983108763;20230102
Piura;Morropon;CHULUCANAS;3194;Cerro Ñañañique;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3194;-80.15733361244201;-5.094727189119576;20230102
Pasco;Oxapampa;CHONTABAMBA;3196;Tunqui Cueva;1. SITIOS NATURALES;Cavidades naturales;Grutas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3196;-75.42960693028277;-10.606133155669683;20230102
Loreto;Ucayali;CONTAMANA;3197;Leyenda Origen De Contamana;3. FOLCLORE;Creencias Populares;Leyendas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3197;-75.0416;-7.32502;20230102
San Martín;Rioja;NUEVA CAJAMARCA;3198;Cerro Mirador;1. SITIOS NATURALES;Zonas paisajísticas;Miradores naturales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3198;-77.31840499999998;-5.945308;20230102
Lima;Huaura;CHECRAS;3200;Iglesia De Capash;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3200;-76.83366000000001;-10.934576;20230102
Pasco;Oxapampa;HUANCABAMBA;3201;Catarata Cueva Blanca;1. SITIOS NATURALES;Caídas de agua;Cataratas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3201;-75.5546372566223;-10.386441122086598;20230102
Lima;Oyon;OYON;11597;Laguna Cochaquillo;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11597;-76.6608;-10.8025;20230102
Lima;Huaura;CHECRAS;3205;Iglesia De Maray;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3205;-76.825489;-10.918138;20230102
Lima;Huaura;CHECRAS;3207;Fiesta Patronal San Santiago De Maray;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3207;-76.8338;-10.9351;20230102
Loreto;Ucayali;CONTAMANA;3209;Leyenda Origen Del Suaya;3. FOLCLORE;Creencias Populares;Leyendas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3209;-75.0416;-7.32502;20230102
Pasco;Oxapampa;HUANCABAMBA;3211;Pajonal De Orquideas De Navarra;1. SITIOS NATURALES;g. Cuerpo de Agua;Humedales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3211;-75.55289268493658;-10.389347438047124;20230102
San Martín;Rioja;NUEVA CAJAMARCA;3212;Cueva De Palestina;1. SITIOS NATURALES;Cavidades naturales;Grutas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3212;-77.35169933868405;-5.9257385465056584;20230102
Lima;Lima;PUEBLO LIBRE;3226;Huaca Julio Cesar Tello;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3226;-77.07212233995057;-12.068530375691802;20230102
Lima;Huaura;CHECRAS;3229;Fiesta Patronal De San Pedro De Tongos;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3229;-76.8338;-10.9351;20230102
Cajamarca;San Marcos;PEDRO GÁLVEZ;3231;Jardin Botanico;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Jardines Botánicos y Viveros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3231;-78.15191800000002;-7.334716;20230102
Cajamarca;San Marcos;PEDRO GÁLVEZ;3232;Laguna Chuquiano;1. SITIOS NATURALES;g. Cuerpo de Agua;Lagunas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3232;-78.1704443693161;-7.335822553900628;20230102
Cajamarca;San Marcos;PEDRO GÁLVEZ;3234;Cerro Chiclaito;1. SITIOS NATURALES;a. Montañas;Cerros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3234;-78.18572699999998;-7.337247;20230102
San Martín;Rioja;NUEVA CAJAMARCA;3235;Gruta Del Tigre Perdido;1. SITIOS NATURALES;Cavidades naturales;Grutas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3235;-76.894545;-6.119927;20230102
Cajamarca;San Marcos;JOSÉ SABOGAL;3237;Torres O Chullpa Comunidad Casa Blanca;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3237;-77.96763181686401;-7.24125646155712;20230102
Cajamarca;San Marcos;JOSÉ MANUEL QUIROZ;3238;Cascada De Lic Lic;1. SITIOS NATURALES;Caídas de agua;Cataratas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3238;-78.01659999999998;-7.34219;20230102
San Martín;Rioja;NUEVA CAJAMARCA;3239;Grutas Palacio Del Rey;1. SITIOS NATURALES;Cavidades naturales;Grutas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3239;-77.39420277777776;-5.856061111111111;20230102
Lima;Cañete;CERRO AZUL;3243;Festival Del Pejerrey;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3243;;;20230102
San Martín;Rioja;NUEVA CAJAMARCA;3244;Museo Arqueológico De Sitio Guayaquil;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3244;-77.320833;-5.947376;20230102
Lima;Huaura;HUACHO;3245;Festival De La Salchicha Huachana;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3245;;;20230102
Lima;Huaura;HUAURA;3247;Chapana De Chuño;3. FOLCLORE;Gastronomía;Dulces Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3247;-77.6005;-11.0693;20230102
Lima;Huarochiri;CALLAHUANCA;3248;Vivero Municipal Agrotecnológico ;4. REALIZACIONES TÉCNICAS, CIENTÍFICAS Y ARTÍSTICAS CONTEMPORÁNEAS;Centros Científicos y Técnicos;Jardines Botánicos y Viveros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3248;-76.62327;-11.82337;20230102
Lima;Canta;HUAROS;3249;Mito Del Nevado La Viuda;3. FOLCLORE;Creencias Populares;Mitos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3249;;;20230102
Lima;Canta;HUAROS;3250;Limpia Acequia En Huaros;3. FOLCLORE;Creencias Populares;Costumbres;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3250;;;20230102
Lima;Huaura;LEONCIO PRADO;3252;Rodeo En Santo Domingo;3. FOLCLORE;Creencias Populares;Costumbres;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3252;-76.931;-11.0588;20230102
Lima;Huaura;LEONCIO PRADO;3253;Rodeo En Santa Cruz;3. FOLCLORE;Creencias Populares;Costumbres;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3253;-76.931;-11.0588;20230102
Lima;Cañete;LUNAHUANA;3255;Mazamorra De Uva;3. FOLCLORE;Gastronomía;Dulces Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3255;;;20230102
Lima;Huaura;LEONCIO PRADO;3258;Iglesia De Santo Domingo De Apache;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3258;-76.95992754232788;-11.050054427368764;20230102
Lima;Barranca;SUPE PUERTO;3263;Sitio Arqueológico Áspero;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3263;-77.74108938623044;-10.815125194935014;20230102
Piura;Sullana;MARCAVELICA;3265;Villa San  Miguel De Tangarara;2. MANIFESTACIONES CULTURALES;Pueblos;Históricos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3265;-80.82490100000001;-4.8853382;20230102
Lima;Barranca;BARRANCA;3266;Parroquia San Idelfonso De Barranca;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3266;-77.76118386871718;-10.754493635098093;20230102
Lima;Barranca;PARAMONGA;3268;Casa De Huéspedes;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3268;-77.819568;-10.673103;20230102
Lima;Lima;PUEBLO LIBRE;3269;Iglesia Y Monasterio Nuestra Señora De La Encarnacion;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3269;-77.05557635581971;-12.076741685422384;20230102
Lima;Barranca;BARRANCA;3270;El Meneao De Pavo;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3270;-77.7604;-10.7567;20230102
Lima;Lima;MIRAFLORES;3271;Museo De Sitio Pucllana;2. MANIFESTACIONES CULTURALES;Sitios Arqueológicos;Templos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3271;-77.03306199999997;-12.110503;20230102
Lima;Barranca;SUPE;3272;Los Tamales De Supe;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3272;-77.7135;-10.7994;20230102
Lima;Lima;MIRAFLORES;3273;Parque Central De Miraflores;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3273;-77.02950239181519;-12.120669785048051;20230102
Lima;Lima;MIRAFLORES;3274;Boulevard De Artesanías;3. FOLCLORE;Ferias y Mercados;Mercados  Artesanales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3274;;;20230102
Lima;Lima;PUEBLO LIBRE;3284;Parque El Carmen;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3284;-77.06840595337297;-12.073897999999993;20230102
Lima;Lima;MIRAFLORES;3285;Centro Comercial Larcomar;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3285;-77.03027486801147;-12.132334036388855;20230102
Lima;Lima;PUEBLO LIBRE;3286;Casa Quinta De Los Libertadores;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa de Valor Arquitectónico;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3286;-77.06192890674589;-12.077420359883275;20230102
Lima;Lima;MIRAFLORES;3290;Plaza Del Faro De La Marina;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3290;-77.03113585710525;-12.104683058297865;20230102
Lima;Lima;MIRAFLORES;3292;Parque Alfredo Salazar;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3292;-77.03037947416306;-12.131386072782318;20230102
Lima;Lima;MIRAFLORES;3309;Palacio Municipal De Miraflores;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Palacio;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3309;-77.02918899140167;-12.121707551888935;20230102
Lima;Lima;MIRAFLORES;3311;Centro Cultural Ricardo Palma;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3311;-77.0297223329544;-12.125379602623608;20230102
Lima;Lima;PUEBLO LIBRE;3314;Pueblo Libre Villa De Los Libertadores;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3314;-77.06222845767212;-12.077708543253925;20230102
Lima;Barranca;BARRANCA;3317;Los Tiesos Con Miel De Chancaca;3. FOLCLORE;Gastronomía;Dulces Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3317;-77.7604;-10.7567;20230102
Lima;Lima;BARRANCO;3318;La Ermita De Barranco;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3318;-77.02311844295696;-12.149128709905856;20230102
Lima;Lima;BARRANCO;3319;Plazuela Chabuca Granda;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazuelas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3319;;;20230102
Lima;Lima;BARRANCO;3320;El Funicular;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Otros;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3320;;;20230102
Lima;Lima;BARRANCO;3321;Museo Pedro De Osma;2. MANIFESTACIONES CULTURALES;Museos y otros;Museos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3321;-77.02281607327902;-12.154496962603597;20230102
Lima;Barranca;BARRANCA;3322;El Tacu Tacu Relleno De Mariscos;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3322;-77.7604;-10.7567;20230102
Lima;Lima;BARRANCO;3324;Iglesia Santisima Cruz;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Iglesias;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3324;-77.02151600000002;-12.148509;20230102
Pasco;Oxapampa;VILLA RICA;3326;Plaza Principal De Villa Rica ¨Antonio Brack Egg¨;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Plazas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3326;-75.26790975963433;-10.735358695319286;20230102
Lima;Barranca;PARAMONGA;3327;Evento Cultural Vichama Raymi  De Paramonga;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3327;-77.8198;-10.6742;20230102
Ica;Ica;ICA;3328;Baile De Negritos;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3328;-75.732;-14.0679;20230102
Tumbes;Contralmirante Villar;ZORRITOS;3329;Playa Grau - Tumbes.;1. SITIOS NATURALES;Costas;Playas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3329;-80.62720000000001;-3.66242;20230102
Pasco;Oxapampa;VILLA RICA;3330;Rancho Zevallos;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3330;-75.28376700000001;-10.716471;20230102
Pasco;Oxapampa;VILLA RICA;3331;Festival Ecoturístico De Las Comunidades Nativas Yánesha Y Elección De La Princesa Yánesha;5. ACONTECIMIENTOS PROGRAMADOS;Eventos;Festivales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3331;-75.2725;-10.7364;20230102
Pasco;Oxapampa;VILLA RICA;3332;Comunidad Nativa Yánesha Ñagazú;2. MANIFESTACIONES CULTURALES;Pueblos;Tradicionales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3332;-75.32093524932861;-10.771211850973202;20230102
Pasco;Oxapampa;VILLA RICA;3333;Fiesta Patronal De Villa Rica;5. ACONTECIMIENTOS PROGRAMADOS;Fiestas;Fiestas religiosas-patronales;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3333;-75.2725;-10.7364;20230102
Pasco;Oxapampa;VILLA RICA;3339;Casa Hacienda Finca Schuler;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Casa-Hacienda;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3339;-75.26584100000002;-10.725906;20230102
Piura;Paita;PAITA;3344;Playa Yacila;1. SITIOS NATURALES;Costas;Playas;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3344;-81.16854786872864;-5.130525793916448;20230102
Lima;Lima;LIMA;3348;Plaza Mayor De Lima;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Plaza;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3348;-77.03060082209015;-12.045947477780945;20230102
Lima;Lima;LIMA;3349;Palacio De Gobierno Del Perú;2. MANIFESTACIONES CULTURALES;Lugares Históricos;Palacios;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3349;-77.02995199999998;-12.045074;20230102
Lima;Lima;LIMA;3350;Palacio Municipal De Lima;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Palacio;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3350;-77.03116818650818;-12.045249985241423;20230102
Lima;Lima;LIMA;3351;Iglesia Y Convento De Santo Domingo De Lima;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Convento;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3351;-77.03173722453687;-12.044398564405853;20230102
Lima;Lima;LIMA;3353;Parque De La Muralla;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Parques;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3353;-77.02640104662703;-12.044561652575888;20230102
Lima;Lima;LIMA;3354;Santuario De Santa Rosa De Lima;2. MANIFESTACIONES CULTURALES;Arquitectura y Espacios Urbanos;Santuario;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3354;-77.03544339384842;-12.042782636691843;20230102
Lima;Cajatambo;CAJATAMBO;3360;Sopa Pari;3. FOLCLORE;Gastronomía;Platos Típicos;http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3360;-76.9941;-10.4722;20230102
